EmployeeID,Department,JobRole,SystemName,AccessLevel,RiskScore,RiskLevel,YearsAtCompany
EMP1459,Research & Development,Manufacturing Director,ServiceNow,Write,75,Critical,10
EMP1459,Research & Development,Manufacturing Director,Lab Systems,Write,75,Critical,10
EMP1487,Sales,Sales Executive,Active Directory,Write,75,Critical,5
EMP1487,Sales,Sales Executive,Salesforce,Write,75,Critical,5
EMP1487,Sales,Sales Executive,SharePoint,Write,75,Critical,5
EMP1487,Sales,Sales Executive,ServiceNow,Write,75,Critical,5
EMP1487,Sales,Sales Executive,CRM Portal,Write,75,Critical,5
EMP1494,Research & Development,Laboratory Technician,Active Directory,Read,75,Critical,0
EMP1494,Research & Development,Laboratory Technician,SAP,Read,75,Critical,0
EMP1494,Research & Development,Laboratory Technician,SharePoint,Read,75,Critical,0
EMP1494,Research & Development,Laboratory Technician,ServiceNow,Read,75,Critical,0
EMP1494,Research & Development,Laboratory Technician,Lab Systems,Read,75,Critical,0
EMP1537,Research & Development,Research Scientist,Active Directory,Write,75,Critical,7
EMP1537,Research & Development,Research Scientist,SAP,Write,75,Critical,7
EMP1537,Research & Development,Research Scientist,SharePoint,Write,75,Critical,7
EMP1537,Research & Development,Research Scientist,ServiceNow,Write,75,Critical,7
EMP1537,Research & Development,Research Scientist,Lab Systems,Write,75,Critical,7
EMP1572,Research & Development,Manufacturing Director,Active Directory,Write,75,Critical,33
EMP1572,Research & Development,Manufacturing Director,SAP,Write,75,Critical,33
EMP1572,Research & Development,Manufacturing Director,SharePoint,Write,75,Critical,33
EMP1572,Research & Development,Manufacturing Director,ServiceNow,Write,75,Critical,33
EMP1572,Research & Development,Manufacturing Director,Lab Systems,Write,75,Critical,33
EMP1624,Sales,Sales Representative,Active Directory,Read,75,Critical,0
EMP1624,Sales,Sales Representative,Salesforce,Read,75,Critical,0
EMP1624,Sales,Sales Representative,SharePoint,Read,75,Critical,0
EMP1624,Sales,Sales Representative,ServiceNow,Read,75,Critical,0
EMP1624,Sales,Sales Representative,CRM Portal,Read,75,Critical,0
EMP1691,Sales,Sales Representative,Active Directory,Read,75,Critical,9
EMP1691,Sales,Sales Representative,Salesforce,Read,75,Critical,9
EMP1691,Sales,Sales Representative,SharePoint,Read,75,Critical,9
EMP1691,Sales,Sales Representative,ServiceNow,Read,75,Critical,9
EMP1691,Sales,Sales Representative,CRM Portal,Read,75,Critical,9
EMP1792,Research & Development,Research Scientist,Active Directory,Write,75,Critical,5
EMP1792,Research & Development,Research Scientist,SAP,Write,75,Critical,5
EMP1792,Research & Development,Research Scientist,SharePoint,Write,75,Critical,5
EMP1792,Research & Development,Research Scientist,ServiceNow,Write,75,Critical,5
EMP1792,Research & Development,Research Scientist,Lab Systems,Write,75,Critical,5
EMP1905,Research & Development,Research Scientist,Active Directory,Write,75,Critical,5
EMP1905,Research & Development,Research Scientist,SAP,Write,75,Critical,5
EMP1905,Research & Development,Research Scientist,SharePoint,Write,75,Critical,5
EMP1905,Research & Development,Research Scientist,ServiceNow,Write,75,Critical,5
EMP1905,Research & Development,Research Scientist,Lab Systems,Write,75,Critical,5
EMP1939,Research & Development,Research Scientist,Active Directory,Write,75,Critical,4
EMP1939,Research & Development,Research Scientist,SAP,Write,75,Critical,4
EMP1939,Research & Development,Research Scientist,SharePoint,Write,75,Critical,4
EMP1939,Research & Development,Research Scientist,ServiceNow,Write,75,Critical,4
EMP1939,Research & Development,Research Scientist,Lab Systems,Write,75,Critical,4
EMP0004,Research & Development,Laboratory Technician,Active Directory,Read,70,Critical,0
EMP0004,Research & Development,Laboratory Technician,SAP,Read,70,Critical,0
EMP0004,Research & Development,Laboratory Technician,SharePoint,Read,70,Critical,0
EMP0004,Research & Development,Laboratory Technician,ServiceNow,Read,70,Critical,0
EMP0004,Research & Development,Laboratory Technician,Lab Systems,Read,70,Critical,0
EMP0064,Research & Development,Laboratory Technician,Active Directory,Read,70,Critical,1
EMP0064,Research & Development,Laboratory Technician,SAP,Read,70,Critical,1
EMP0064,Research & Development,Laboratory Technician,SharePoint,Read,70,Critical,1
EMP0064,Research & Development,Laboratory Technician,ServiceNow,Read,70,Critical,1
EMP0064,Research & Development,Laboratory Technician,Lab Systems,Read,70,Critical,1
EMP0118,Sales,Sales Executive,Active Directory,Write,70,Critical,9
EMP0118,Sales,Sales Executive,Salesforce,Write,70,Critical,9
EMP0118,Sales,Sales Executive,SharePoint,Write,70,Critical,9
EMP0118,Sales,Sales Executive,ServiceNow,Write,70,Critical,9
EMP0118,Sales,Sales Executive,CRM Portal,Write,70,Critical,9
EMP0161,Research & Development,Research Scientist,Active Directory,Write,70,Critical,5
EMP0161,Research & Development,Research Scientist,SAP,Write,70,Critical,5
EMP0161,Research & Development,Research Scientist,SharePoint,Write,70,Critical,5
EMP0161,Research & Development,Research Scientist,ServiceNow,Write,70,Critical,5
EMP0161,Research & Development,Research Scientist,Lab Systems,Write,70,Critical,5
EMP0167,Sales,Sales Representative,Active Directory,Read,70,Critical,0
EMP0167,Sales,Sales Representative,Salesforce,Read,70,Critical,0
EMP0167,Sales,Sales Representative,SharePoint,Read,70,Critical,0
EMP0167,Sales,Sales Representative,ServiceNow,Read,70,Critical,0
EMP0167,Sales,Sales Representative,CRM Portal,Read,70,Critical,0
EMP0175,Sales,Sales Executive,Active Directory,Write,70,Critical,2
EMP0175,Sales,Sales Executive,Salesforce,Write,70,Critical,2
EMP0175,Sales,Sales Executive,SharePoint,Write,70,Critical,2
EMP0175,Sales,Sales Executive,ServiceNow,Write,70,Critical,2
EMP0175,Sales,Sales Executive,CRM Portal,Write,70,Critical,2
EMP0282,Research & Development,Healthcare Representative,Active Directory,Read,70,Critical,1
EMP0282,Research & Development,Healthcare Representative,SAP,Read,70,Critical,1
EMP0282,Research & Development,Healthcare Representative,SharePoint,Read,70,Critical,1
EMP0282,Research & Development,Healthcare Representative,ServiceNow,Read,70,Critical,1
EMP0282,Research & Development,Healthcare Representative,Lab Systems,Read,70,Critical,1
EMP0283,Sales,Sales Executive,Active Directory,Write,70,Critical,10
EMP0283,Sales,Sales Executive,Salesforce,Write,70,Critical,10
EMP0283,Sales,Sales Executive,SharePoint,Write,70,Critical,10
EMP0283,Sales,Sales Executive,ServiceNow,Write,70,Critical,10
EMP0283,Sales,Sales Executive,CRM Portal,Write,70,Critical,10
EMP0297,Research & Development,Research Scientist,Active Directory,Write,70,Critical,5
EMP0297,Research & Development,Research Scientist,SAP,Write,70,Critical,5
EMP0297,Research & Development,Research Scientist,SharePoint,Write,70,Critical,5
EMP0297,Research & Development,Research Scientist,ServiceNow,Write,70,Critical,5
EMP0297,Research & Development,Research Scientist,Lab Systems,Write,70,Critical,5
EMP0300,Research & Development,Research Scientist,Active Directory,Write,70,Critical,6
EMP0300,Research & Development,Research Scientist,SAP,Write,70,Critical,6
EMP0300,Research & Development,Research Scientist,SharePoint,Write,70,Critical,6
EMP0300,Research & Development,Research Scientist,ServiceNow,Write,70,Critical,6
EMP0300,Research & Development,Research Scientist,Lab Systems,Write,70,Critical,6
EMP0433,Research & Development,Research Scientist,Active Directory,Write,70,Critical,8
EMP0433,Research & Development,Research Scientist,SAP,Write,70,Critical,8
EMP0433,Research & Development,Research Scientist,SharePoint,Write,70,Critical,8
EMP0433,Research & Development,Research Scientist,ServiceNow,Write,70,Critical,8
EMP0433,Research & Development,Research Scientist,Lab Systems,Write,70,Critical,8
EMP0440,Research & Development,Research Scientist,Active Directory,Write,70,Critical,3
EMP0440,Research & Development,Research Scientist,SAP,Write,70,Critical,3
EMP0440,Research & Development,Research Scientist,SharePoint,Write,70,Critical,3
EMP0440,Research & Development,Research Scientist,ServiceNow,Write,70,Critical,3
EMP0440,Research & Development,Research Scientist,Lab Systems,Write,70,Critical,3
EMP0454,Research & Development,Laboratory Technician,Active Directory,Read,70,Critical,7
EMP0454,Research & Development,Laboratory Technician,SAP,Read,70,Critical,7
EMP0454,Research & Development,Laboratory Technician,SharePoint,Read,70,Critical,7
EMP0454,Research & Development,Laboratory Technician,ServiceNow,Read,70,Critical,7
EMP0454,Research & Development,Laboratory Technician,Lab Systems,Read,70,Critical,7
EMP0485,Sales,Sales Representative,Active Directory,Read,70,Critical,1
EMP0485,Sales,Sales Representative,Salesforce,Read,70,Critical,1
EMP0485,Sales,Sales Representative,SharePoint,Read,70,Critical,1
EMP0485,Sales,Sales Representative,ServiceNow,Read,70,Critical,1
EMP0485,Sales,Sales Representative,CRM Portal,Read,70,Critical,1
EMP0565,Research & Development,Research Scientist,Active Directory,Write,70,Critical,2
EMP0565,Research & Development,Research Scientist,SAP,Write,70,Critical,2
EMP0565,Research & Development,Research Scientist,SharePoint,Write,70,Critical,2
EMP0565,Research & Development,Research Scientist,ServiceNow,Write,70,Critical,2
EMP0565,Research & Development,Research Scientist,Lab Systems,Write,70,Critical,2
EMP0622,Research & Development,Laboratory Technician,Active Directory,Read,70,Critical,1
EMP0622,Research & Development,Laboratory Technician,SAP,Read,70,Critical,1
EMP0622,Research & Development,Laboratory Technician,SharePoint,Read,70,Critical,1
EMP0622,Research & Development,Laboratory Technician,ServiceNow,Read,70,Critical,1
EMP0622,Research & Development,Laboratory Technician,Lab Systems,Read,70,Critical,1
EMP0720,Sales,Sales Executive,Active Directory,Write,70,Critical,2
EMP0720,Sales,Sales Executive,Salesforce,Write,70,Critical,2
EMP0720,Sales,Sales Executive,SharePoint,Write,70,Critical,2
EMP0720,Sales,Sales Executive,ServiceNow,Write,70,Critical,2
EMP0720,Sales,Sales Executive,CRM Portal,Write,70,Critical,2
EMP0787,Research & Development,Manager,Active Directory,Write,70,Critical,5
EMP0787,Research & Development,Manager,SAP,Write,70,Critical,5
EMP0787,Research & Development,Manager,SharePoint,Write,70,Critical,5
EMP0787,Research & Development,Manager,ServiceNow,Write,70,Critical,5
EMP0787,Research & Development,Manager,Lab Systems,Write,70,Critical,5
EMP0811,Research & Development,Laboratory Technician,Active Directory,Read,70,Critical,0
EMP0811,Research & Development,Laboratory Technician,SAP,Read,70,Critical,0
EMP0811,Research & Development,Laboratory Technician,SharePoint,Read,70,Critical,0
EMP0811,Research & Development,Laboratory Technician,ServiceNow,Read,70,Critical,0
EMP0811,Research & Development,Laboratory Technician,Lab Systems,Read,70,Critical,0
EMP0816,Research & Development,Laboratory Technician,Active Directory,Read,70,Critical,1
EMP0816,Research & Development,Laboratory Technician,SAP,Read,70,Critical,1
EMP0816,Research & Development,Laboratory Technician,SharePoint,Read,70,Critical,1
EMP0816,Research & Development,Laboratory Technician,ServiceNow,Read,70,Critical,1
EMP0816,Research & Development,Laboratory Technician,Lab Systems,Read,70,Critical,1
EMP0828,Research & Development,Research Scientist,Active Directory,Write,70,Critical,2
EMP0828,Research & Development,Research Scientist,SAP,Write,70,Critical,2
EMP0828,Research & Development,Research Scientist,SharePoint,Write,70,Critical,2
EMP0828,Research & Development,Research Scientist,ServiceNow,Write,70,Critical,2
EMP0828,Research & Development,Research Scientist,Lab Systems,Write,70,Critical,2
EMP0840,Sales,Sales Executive,Active Directory,Write,70,Critical,9
EMP0840,Sales,Sales Executive,Salesforce,Write,70,Critical,9
EMP0840,Sales,Sales Executive,SharePoint,Write,70,Critical,9
EMP0840,Sales,Sales Executive,ServiceNow,Write,70,Critical,9
EMP0840,Sales,Sales Executive,CRM Portal,Write,70,Critical,9
EMP0842,Sales,Sales Executive,Active Directory,Write,70,Critical,9
EMP0842,Sales,Sales Executive,Salesforce,Write,70,Critical,9
EMP0842,Sales,Sales Executive,SharePoint,Write,70,Critical,9
EMP0842,Sales,Sales Executive,ServiceNow,Write,70,Critical,9
EMP0842,Sales,Sales Executive,CRM Portal,Write,70,Critical,9
EMP0911,Research & Development,Laboratory Technician,Active Directory,Read,70,Critical,1
EMP0911,Research & Development,Laboratory Technician,SAP,Read,70,Critical,1
EMP0911,Research & Development,Laboratory Technician,SharePoint,Read,70,Critical,1
EMP0911,Research & Development,Laboratory Technician,ServiceNow,Read,70,Critical,1
EMP0911,Research & Development,Laboratory Technician,Lab Systems,Read,70,Critical,1
EMP0923,Research & Development,Research Scientist,Active Directory,Write,70,Critical,1
EMP0923,Research & Development,Research Scientist,SAP,Write,70,Critical,1
EMP0923,Research & Development,Research Scientist,SharePoint,Write,70,Critical,1
EMP0923,Research & Development,Research Scientist,ServiceNow,Write,70,Critical,1
EMP0923,Research & Development,Research Scientist,Lab Systems,Write,70,Critical,1
EMP0926,Research & Development,Manufacturing Director,Active Directory,Write,70,Critical,3
EMP0926,Research & Development,Manufacturing Director,SAP,Write,70,Critical,3
EMP0926,Research & Development,Manufacturing Director,SharePoint,Write,70,Critical,3
EMP0926,Research & Development,Manufacturing Director,ServiceNow,Write,70,Critical,3
EMP0926,Research & Development,Manufacturing Director,Lab Systems,Write,70,Critical,3
EMP0952,Sales,Sales Representative,Active Directory,Read,70,Critical,1
EMP0952,Sales,Sales Representative,Salesforce,Read,70,Critical,1
EMP0952,Sales,Sales Representative,SharePoint,Read,70,Critical,1
EMP0952,Sales,Sales Representative,ServiceNow,Read,70,Critical,1
EMP0952,Sales,Sales Representative,CRM Portal,Read,70,Critical,1
EMP0959,Sales,Sales Representative,Active Directory,Read,70,Critical,1
EMP0959,Sales,Sales Representative,Salesforce,Read,70,Critical,1
EMP0959,Sales,Sales Representative,SharePoint,Read,70,Critical,1
EMP0959,Sales,Sales Representative,ServiceNow,Read,70,Critical,1
EMP0959,Sales,Sales Representative,CRM Portal,Read,70,Critical,1
EMP0977,Research & Development,Research Scientist,Active Directory,Write,70,Critical,1
EMP0977,Research & Development,Research Scientist,SAP,Write,70,Critical,1
EMP0977,Research & Development,Research Scientist,SharePoint,Write,70,Critical,1
EMP0977,Research & Development,Research Scientist,ServiceNow,Write,70,Critical,1
EMP0977,Research & Development,Research Scientist,Lab Systems,Write,70,Critical,1
EMP1106,Research & Development,Laboratory Technician,Active Directory,Read,70,Critical,7
EMP1106,Research & Development,Laboratory Technician,SAP,Read,70,Critical,7
EMP1106,Research & Development,Laboratory Technician,SharePoint,Read,70,Critical,7
EMP1106,Research & Development,Laboratory Technician,ServiceNow,Read,70,Critical,7
EMP1106,Research & Development,Laboratory Technician,Lab Systems,Read,70,Critical,7
EMP1108,Research & Development,Research Scientist,Active Directory,Write,70,Critical,2
EMP1108,Research & Development,Research Scientist,SAP,Write,70,Critical,2
EMP1108,Research & Development,Research Scientist,SharePoint,Write,70,Critical,2
EMP1108,Research & Development,Research Scientist,ServiceNow,Write,70,Critical,2
EMP1108,Research & Development,Research Scientist,Lab Systems,Write,70,Critical,2
EMP1127,Research & Development,Healthcare Representative,Active Directory,Read,70,Critical,18
EMP1127,Research & Development,Healthcare Representative,SAP,Read,70,Critical,18
EMP1127,Research & Development,Healthcare Representative,SharePoint,Read,70,Critical,18
EMP1127,Research & Development,Healthcare Representative,ServiceNow,Read,70,Critical,18
EMP1127,Research & Development,Healthcare Representative,Lab Systems,Read,70,Critical,18
EMP1157,Sales,Sales Executive,Active Directory,Write,70,Critical,5
EMP1157,Sales,Sales Executive,Salesforce,Write,70,Critical,5
EMP1157,Sales,Sales Executive,SharePoint,Write,70,Critical,5
EMP1157,Sales,Sales Executive,ServiceNow,Write,70,Critical,5
EMP1157,Sales,Sales Executive,CRM Portal,Write,70,Critical,5
EMP1175,Research & Development,Laboratory Technician,Active Directory,Read,70,Critical,1
EMP1175,Research & Development,Laboratory Technician,SAP,Read,70,Critical,1
EMP1175,Research & Development,Laboratory Technician,SharePoint,Read,70,Critical,1
EMP1175,Research & Development,Laboratory Technician,ServiceNow,Read,70,Critical,1
EMP1175,Research & Development,Laboratory Technician,Lab Systems,Read,70,Critical,1
EMP1299,Research & Development,Laboratory Technician,Active Directory,Read,70,Critical,7
EMP1299,Research & Development,Laboratory Technician,SAP,Read,70,Critical,7
EMP1299,Research & Development,Laboratory Technician,SharePoint,Read,70,Critical,7
EMP1299,Research & Development,Laboratory Technician,ServiceNow,Read,70,Critical,7
EMP1299,Research & Development,Laboratory Technician,Lab Systems,Read,70,Critical,7
EMP1309,Research & Development,Laboratory Technician,Active Directory,Read,70,Critical,10
EMP1309,Research & Development,Laboratory Technician,SAP,Read,70,Critical,10
EMP1309,Research & Development,Laboratory Technician,SharePoint,Read,70,Critical,10
EMP1309,Research & Development,Laboratory Technician,ServiceNow,Read,70,Critical,10
EMP1309,Research & Development,Laboratory Technician,Lab Systems,Read,70,Critical,10
EMP1433,Research & Development,Research Scientist,Active Directory,Write,70,Critical,1
EMP1433,Research & Development,Research Scientist,SAP,Write,70,Critical,1
EMP1433,Research & Development,Research Scientist,SharePoint,Write,70,Critical,1
EMP1433,Research & Development,Research Scientist,ServiceNow,Write,70,Critical,1
EMP1433,Research & Development,Research Scientist,Lab Systems,Write,70,Critical,1
EMP1457,Sales,Sales Executive,Active Directory,Write,70,Critical,7
EMP1457,Sales,Sales Executive,Salesforce,Write,70,Critical,7
EMP1457,Sales,Sales Executive,SharePoint,Write,70,Critical,7
EMP1457,Sales,Sales Executive,ServiceNow,Write,70,Critical,7
EMP1457,Sales,Sales Executive,CRM Portal,Write,70,Critical,7
EMP1522,Research & Development,Research Scientist,Active Directory,Write,70,Critical,9
EMP1522,Research & Development,Research Scientist,SAP,Write,70,Critical,9
EMP1522,Research & Development,Research Scientist,SharePoint,Write,70,Critical,9
EMP1522,Research & Development,Research Scientist,ServiceNow,Write,70,Critical,9
EMP1522,Research & Development,Research Scientist,Lab Systems,Write,70,Critical,9
EMP1562,Sales,Sales Executive,Active Directory,Write,70,Critical,10
EMP1562,Sales,Sales Executive,Salesforce,Write,70,Critical,10
EMP1562,Sales,Sales Executive,SharePoint,Write,70,Critical,10
EMP1562,Sales,Sales Executive,ServiceNow,Write,70,Critical,10
EMP1562,Sales,Sales Executive,CRM Portal,Write,70,Critical,10
EMP1569,Research & Development,Laboratory Technician,Active Directory,Read,70,Critical,1
EMP1569,Research & Development,Laboratory Technician,SAP,Read,70,Critical,1
EMP1569,Research & Development,Laboratory Technician,SharePoint,Read,70,Critical,1
EMP1569,Research & Development,Laboratory Technician,ServiceNow,Read,70,Critical,1
EMP1569,Research & Development,Laboratory Technician,Lab Systems,Read,70,Critical,1
EMP1604,Research & Development,Laboratory Technician,Active Directory,Read,70,Critical,1
EMP1604,Research & Development,Laboratory Technician,SAP,Read,70,Critical,1
EMP1604,Research & Development,Laboratory Technician,SharePoint,Read,70,Critical,1
EMP1604,Research & Development,Laboratory Technician,ServiceNow,Read,70,Critical,1
EMP1604,Research & Development,Laboratory Technician,Lab Systems,Read,70,Critical,1
EMP1645,Sales,Sales Executive,Active Directory,Write,70,Critical,2
EMP1645,Sales,Sales Executive,Salesforce,Write,70,Critical,2
EMP1645,Sales,Sales Executive,SharePoint,Write,70,Critical,2
EMP1645,Sales,Sales Executive,ServiceNow,Write,70,Critical,2
EMP1645,Sales,Sales Executive,CRM Portal,Write,70,Critical,2
EMP1733,Sales,Sales Executive,Active Directory,Write,70,Critical,2
EMP1733,Sales,Sales Executive,Salesforce,Write,70,Critical,2
EMP1733,Sales,Sales Executive,SharePoint,Write,70,Critical,2
EMP1733,Sales,Sales Executive,ServiceNow,Write,70,Critical,2
EMP1733,Sales,Sales Executive,CRM Portal,Write,70,Critical,2
EMP1734,Sales,Sales Executive,Active Directory,Write,70,Critical,0
EMP1734,Sales,Sales Executive,Salesforce,Write,70,Critical,0
EMP1734,Sales,Sales Executive,SharePoint,Write,70,Critical,0
EMP1734,Sales,Sales Executive,ServiceNow,Write,70,Critical,0
EMP1734,Sales,Sales Executive,CRM Portal,Write,70,Critical,0
EMP1761,Sales,Sales Executive,Active Directory,Write,70,Critical,1
EMP1761,Sales,Sales Executive,Salesforce,Write,70,Critical,1
EMP1761,Sales,Sales Executive,SharePoint,Write,70,Critical,1
EMP1761,Sales,Sales Executive,ServiceNow,Write,70,Critical,1
EMP1761,Sales,Sales Executive,CRM Portal,Write,70,Critical,1
EMP1783,Research & Development,Laboratory Technician,Active Directory,Read,70,Critical,1
EMP1783,Research & Development,Laboratory Technician,SAP,Read,70,Critical,1
EMP1783,Research & Development,Laboratory Technician,SharePoint,Read,70,Critical,1
EMP1783,Research & Development,Laboratory Technician,ServiceNow,Read,70,Critical,1
EMP1783,Research & Development,Laboratory Technician,Lab Systems,Read,70,Critical,1
EMP1809,Research & Development,Manufacturing Director,Active Directory,Write,70,Critical,10
EMP1809,Research & Development,Manufacturing Director,SAP,Write,70,Critical,10
EMP1809,Research & Development,Manufacturing Director,SharePoint,Write,70,Critical,10
EMP1809,Research & Development,Manufacturing Director,ServiceNow,Write,70,Critical,10
EMP1809,Research & Development,Manufacturing Director,Lab Systems,Write,70,Critical,10
EMP1844,Human Resources,Human Resources,Active Directory,Read,70,Critical,2
EMP1844,Human Resources,Human Resources,Workday,Read,70,Critical,2
EMP1844,Human Resources,Human Resources,SharePoint,Read,70,Critical,2
EMP1844,Human Resources,Human Resources,ServiceNow,Read,70,Critical,2
EMP1844,Human Resources,Human Resources,HR Portal,Read,70,Critical,2
EMP1862,Sales,Sales Executive,Active Directory,Write,70,Critical,2
EMP1862,Sales,Sales Executive,Salesforce,Write,70,Critical,2
EMP1862,Sales,Sales Executive,SharePoint,Write,70,Critical,2
EMP1862,Sales,Sales Executive,ServiceNow,Write,70,Critical,2
EMP1862,Sales,Sales Executive,CRM Portal,Write,70,Critical,2
EMP1869,Sales,Sales Executive,Active Directory,Write,70,Critical,8
EMP1869,Sales,Sales Executive,Salesforce,Write,70,Critical,8
EMP1869,Sales,Sales Executive,SharePoint,Write,70,Critical,8
EMP1869,Sales,Sales Executive,ServiceNow,Write,70,Critical,8
EMP1869,Sales,Sales Executive,CRM Portal,Write,70,Critical,8
EMP1933,Sales,Sales Executive,Active Directory,Write,70,Critical,2
EMP1933,Sales,Sales Executive,Salesforce,Write,70,Critical,2
EMP1933,Sales,Sales Executive,SharePoint,Write,70,Critical,2
EMP1933,Sales,Sales Executive,ServiceNow,Write,70,Critical,2
EMP1933,Sales,Sales Executive,CRM Portal,Write,70,Critical,2
EMP1968,Sales,Sales Executive,Active Directory,Write,70,Critical,2
EMP1968,Sales,Sales Executive,Salesforce,Write,70,Critical,2
EMP1968,Sales,Sales Executive,SharePoint,Write,70,Critical,2
EMP1968,Sales,Sales Executive,ServiceNow,Write,70,Critical,2
EMP1968,Sales,Sales Executive,CRM Portal,Write,70,Critical,2
EMP2027,Research & Development,Research Scientist,Active Directory,Write,70,Critical,2
EMP2027,Research & Development,Research Scientist,SAP,Write,70,Critical,2
EMP2027,Research & Development,Research Scientist,SharePoint,Write,70,Critical,2
EMP2027,Research & Development,Research Scientist,ServiceNow,Write,70,Critical,2
EMP2027,Research & Development,Research Scientist,Lab Systems,Write,70,Critical,2
EMP0165,Research & Development,Healthcare Representative,Active Directory,Read,65,High,40
EMP0165,Research & Development,Healthcare Representative,SAP,Read,65,High,40
EMP0165,Research & Development,Healthcare Representative,SharePoint,Read,65,High,40
EMP0165,Research & Development,Healthcare Representative,ServiceNow,Read,65,High,40
EMP0165,Research & Development,Healthcare Representative,Lab Systems,Read,65,High,40
EMP0179,Research & Development,Manufacturing Director,Active Directory,Write,65,High,4
EMP0179,Research & Development,Manufacturing Director,SAP,Write,65,High,4
EMP0179,Research & Development,Manufacturing Director,SharePoint,Write,65,High,4
EMP0179,Research & Development,Manufacturing Director,ServiceNow,Write,65,High,4
EMP0179,Research & Development,Manufacturing Director,Lab Systems,Write,65,High,4
EMP0235,Sales,Sales Representative,Active Directory,Read,65,High,0
EMP0235,Sales,Sales Representative,Salesforce,Read,65,High,0
EMP0235,Sales,Sales Representative,SharePoint,Read,65,High,0
EMP0235,Sales,Sales Representative,ServiceNow,Read,65,High,0
EMP0235,Sales,Sales Representative,CRM Portal,Read,65,High,0
EMP0478,Sales,Sales Representative,Active Directory,Read,65,High,3
EMP0478,Sales,Sales Representative,Salesforce,Read,65,High,3
EMP0478,Sales,Sales Representative,SharePoint,Read,65,High,3
EMP0478,Sales,Sales Representative,ServiceNow,Read,65,High,3
EMP0478,Sales,Sales Representative,CRM Portal,Read,65,High,3
EMP0502,Sales,Sales Executive,Active Directory,Write,65,High,5
EMP0502,Sales,Sales Executive,Salesforce,Write,65,High,5
EMP0502,Sales,Sales Executive,SharePoint,Write,65,High,5
EMP0502,Sales,Sales Executive,ServiceNow,Write,65,High,5
EMP0502,Sales,Sales Executive,CRM Portal,Write,65,High,5
EMP0555,Sales,Sales Representative,Active Directory,Read,65,High,2
EMP0555,Sales,Sales Representative,Salesforce,Read,65,High,2
EMP0555,Sales,Sales Representative,SharePoint,Read,65,High,2
EMP0555,Sales,Sales Representative,ServiceNow,Read,65,High,2
EMP0555,Sales,Sales Representative,CRM Portal,Read,65,High,2
EMP0587,Research & Development,Healthcare Representative,Active Directory,Read,65,High,1
EMP0587,Research & Development,Healthcare Representative,SAP,Read,65,High,1
EMP0587,Research & Development,Healthcare Representative,SharePoint,Read,65,High,1
EMP0587,Research & Development,Healthcare Representative,ServiceNow,Read,65,High,1
EMP0587,Research & Development,Healthcare Representative,Lab Systems,Read,65,High,1
EMP0590,Human Resources,Human Resources,Active Directory,Read,65,High,3
EMP0590,Human Resources,Human Resources,Workday,Read,65,High,3
EMP0590,Human Resources,Human Resources,SharePoint,Read,65,High,3
EMP0590,Human Resources,Human Resources,ServiceNow,Read,65,High,3
EMP0590,Human Resources,Human Resources,HR Portal,Read,65,High,3
EMP0648,Sales,Sales Representative,Active Directory,Read,65,High,1
EMP0648,Sales,Sales Representative,Salesforce,Read,65,High,1
EMP0648,Sales,Sales Representative,SharePoint,Read,65,High,1
EMP0648,Sales,Sales Representative,ServiceNow,Read,65,High,1
EMP0648,Sales,Sales Representative,CRM Portal,Read,65,High,1
EMP0991,Research & Development,Research Scientist,Active Directory,Write,65,High,3
EMP0991,Research & Development,Research Scientist,SAP,Write,65,High,3
EMP0991,Research & Development,Research Scientist,SharePoint,Write,65,High,3
EMP0991,Research & Development,Research Scientist,ServiceNow,Write,65,High,3
EMP0991,Research & Development,Research Scientist,Lab Systems,Write,65,High,3
EMP1042,Research & Development,Laboratory Technician,Active Directory,Read,65,High,17
EMP1042,Research & Development,Laboratory Technician,SAP,Read,65,High,17
EMP1042,Research & Development,Laboratory Technician,SharePoint,Read,65,High,17
EMP1042,Research & Development,Laboratory Technician,ServiceNow,Read,65,High,17
EMP1042,Research & Development,Laboratory Technician,Lab Systems,Read,65,High,17
EMP1077,Sales,Sales Representative,Active Directory,Read,65,High,2
EMP1077,Sales,Sales Representative,Salesforce,Read,65,High,2
EMP1077,Sales,Sales Representative,SharePoint,Read,65,High,2
EMP1077,Sales,Sales Representative,ServiceNow,Read,65,High,2
EMP1077,Sales,Sales Representative,CRM Portal,Read,65,High,2
EMP1098,Human Resources,Human Resources,Active Directory,Read,65,High,20
EMP1098,Human Resources,Human Resources,Workday,Read,65,High,20
EMP1098,Human Resources,Human Resources,SharePoint,Read,65,High,20
EMP1098,Human Resources,Human Resources,ServiceNow,Read,65,High,20
EMP1098,Human Resources,Human Resources,HR Portal,Read,65,High,20
EMP1111,Research & Development,Laboratory Technician,Active Directory,Read,65,High,1
EMP1111,Research & Development,Laboratory Technician,SAP,Read,65,High,1
EMP1111,Research & Development,Laboratory Technician,SharePoint,Read,65,High,1
EMP1111,Research & Development,Laboratory Technician,ServiceNow,Read,65,High,1
EMP1111,Research & Development,Laboratory Technician,Lab Systems,Read,65,High,1
EMP1210,Research & Development,Research Scientist,Active Directory,Write,65,High,1
EMP1210,Research & Development,Research Scientist,SAP,Write,65,High,1
EMP1210,Research & Development,Research Scientist,SharePoint,Write,65,High,1
EMP1210,Research & Development,Research Scientist,ServiceNow,Write,65,High,1
EMP1210,Research & Development,Research Scientist,Lab Systems,Write,65,High,1
